lat,lng
-22.900692,-43.362258
-22.9136624,-43.415499
-22.9641669,-43.1898623
-22.9138515,-43.3784897
-22.8656069,-43.4719502
-22.8148203,-43.2302931
-22.8719974,-43.5017938
-22.8771809,-43.2535396
-22.9008761,-43.3623022
-22.8472161,-43.2754407
-22.8624341,-43.2748755
-22.91,-43.2575
-22.8459986,-43.2832702
-22.951838,-43.3546
-22.839451,-43.37404
-22.9477037,-43.194147
-22.8650532,-43.2940226
-22.816206,-43.1832743
-22.9002778,-43.1952778
-22.82487,-43.386565
-22.9411174,-43.2024691
-22.8593331,-43.275475900000004
-22.8522044,-43.2781121
-22.8856237,-43.3481044
-22.8302817,-43.3166841
-22.8525686,-43.4938286
-22.8763889,-43.3033333
-22.8426931,-43.3339601
-22.8548034,-43.4955919
-22.8438243,-43.3564595
-22.9325311,-43.2581483
-22.8627778,-43.3152778
-22.9052507,-43.2340127
-22.8654866,-43.2619815
-22.9349058,-43.1817984
-22.8604006,-43.4884116
-22.9347222,-43.2047222
-22.9070828,-43.1819148
-22.9133505,-43.4156585
-22.9008761,-43.3623022
-22.9292805,-43.2027587
-22.9947351,-43.2345452
-22.8763889,-43.3033333
-22.94375,-43.370157
-22.9133505,-43.4156585
-22.8472161,-43.2754407
-22.8926246,-43.2397455
-22.9641669,-43.1898623
-22.8604006,-43.4884116
-22.948639,-43.3615799
-22.91,-43.2575
-22.8627778,-43.3152778
-22.897161,-43.322967
-22.9195502,-43.261387
-22.8472161,-43.2754407
-23.0251685,-43.5010216
-22.8747578,-43.5016806
-22.8973746,-43.2606318
-22.885835,-43.3412
-22.9101394,-43.4189771
-22.876898,-43.3091834
-22.860738,-43.274173
-22.8384308,-43.3624341
-22.8151996,-43.2907006
-22.9256303,-43.5174536
-22.8885942,-43.2490533
-22.8593107,-43.2754362
-22.8231076,-43.3580185
-22.861773,-43.489724
-22.8620054,-43.4901391
-22.872484,-43.500802
-22.8624364,-43.2405429
-22.9109754,-43.2778186
-22.8595673,-43.4917482
-22.8341372,-43.2914188
-22.7881157,-43.1746112
-22.8385634,-43.265314000000004
-22.8523577,-43.2779976
-22.9439699,-43.3626771
-22.8869022,-43.3521866
-22.9087277,-43.2001289
-22.8254013,-43.3450251
-22.9106435,-43.2167674
-22.8943813,-43.3209793
-22.8112565,-43.288198
-22.8944378,-43.3208834
-22.8627778,-43.3152778
-22.8627778,-43.3152778
-22.8725549,-43.500788
-22.922534,-43.2168969
-22.860562,-43.4884837
-22.8572838,-43.4922899
-22.8525686,-43.4938286
-22.8550195,-43.4971339
-22.8654866,-43.2619815
-22.8763107,-43.4302937
-22.903932,-43.316935
-22.8622222,-43.2405556
-22.9002778,-43.1952778
-22.9347222,-43.2047222
-22.9174766,-43.2048028
-22.8588459,-43.4892169
-22.9481688,-43.3626721
-22.8612593,-43.2758573
-22.951838,-43.3546
-22.922774,-43.1915463
-22.9052068,-43.3072301
-22.8890992,-43.2221316
-22.8695402,-43.309951
-22.9435434,-43.2412996
-22.9347222,-43.2047222
-22.8844452,-43.6227298
-22.9027463,-43.2684052
-22.8830377,-43.2457507
-22.9089525,-43.2563203
-22.8560049,-43.3195822
-22.9265111,-43.1964401
-22.8971603,-43.1919327
-22.8918396,-43.4274271
-22.9230048,-43.1918142
-22.9901693,-43.2523822
-22.8409424,-43.3689872
-22.8627778,-43.3152778
-22.9253062,-43.219771
-22.9196001,-43.2855347
-22.9253062,-43.219771
-22.9253062,-43.219771
-22.8604006,-43.4884116
-22.8131943,-43.3796282
-22.9155556,-43.2902778
-22.9879841,-43.2479825
-22.9879841,-43.2479825
-22.8605042,-43.5234381
-22.7876813,-43.1806226
-22.9879841,-43.2479825
-22.8604006,-43.4884116
-22.8710226,-43.3164152
-22.9456529,-43.3849221
-22.92858,-43.664143
-22.9385731,-43.2519803
-22.7876813,-43.1806226
-22.9893864,-43.2457753
-22.8608162,-43.274195
-22.9124258,-43.2973151
-22.9047379,-43.35523
-22.8652639,-43.2939754
-22.9281552,-43.2130433
-22.8673416,-43.479295
-22.861937,-43.490283
-22.9884354,-43.2487183
-22.9483154,-43.1943621
-22.913992,-43.3597298
-22.8986468,-43.3523871
-22.8574907,-43.329357
-22.8401095,-43.3780741
-22.8810951,-43.2901233
-22.8918872,-43.3478334
-22.866845,-43.479984
-22.9632188,-43.1904874
-22.8593839,-43.2763866
-22.8820321,-43.2496748
-22.883077,-43.252006
-22.883077,-43.252006
-22.9135675,-43.2556792
-22.9441667,-43.2408333
-22.9375309,-43.2568825
-22.8801906,-43.2269849
-22.9385622,-43.2521052
-22.8593331,-43.275475900000004
-22.8654866,-43.2619815
-22.9048084,-43.3550791
-22.875343,-43.3043756
-22.8627778,-43.3152778
-22.9002778,-43.1952778
-22.8611743,-43.2734499
-22.8893332,-43.2297856
-22.8604006,-43.4884116
-22.8654866,-43.2619815
-22.9330159,-43.6888084
-22.8600881,-43.4863223
-22.9439699,-43.3626771
-22.856508,-43.493406
-22.8593331,-43.275475900000004
-22.9645712,-43.1897517
-22.9089149,-43.2563622
-22.9640068,-43.1898666
-22.8493094,-43.3402137
-22.9645712,-43.1897517
-22.9923239,-43.6430867
-22.8624341,-43.2748755
-22.8763889,-43.3033333
-22.866598,-43.280684
-22.9009359,-43.2892926
-22.8662164,-43.2803323
-22.8881816,-43.2612788
-22.895024,-43.480453
-22.8496343,-43.3786349
-22.8875573,-43.2581953
-22.8419674,-43.3609532
-22.819757,-43.295825
-22.895332,-43.2957776
-22.8604006,-43.4884116
-22.8627778,-43.3152778
-22.9377123,-43.2452224
-22.9089651,-43.2563063
-22.9441667,-43.2408333
-22.8725957,-43.3136
-22.9372466,-43.2573799
-22.9851806,-43.1978183
-22.8678058,-43.4132151
-22.823741,-43.3400341
-22.8820321,-43.2496748
-22.8225602,-43.2824519
-22.8742263,-43.4685442
-22.8627778,-43.3152778
-22.8469239,-43.2969005
-22.8627778,-43.3152778
-22.8197204,-43.2956836
-22.8600881,-43.4863223
-22.8388125,-43.2950253
-22.8612593,-43.2758573
-22.9645712,-43.1897517
-22.8891479,-43.2294074
-22.9066018,-43.1948029
-22.9064123,-43.2808474
-22.9133505,-43.4156585
-22.9078627,-43.265928099999996
-22.8568425,-43.2380998
-22.8440802,-43.3094623
-22.8763107,-43.4302937
-22.8670763,-43.4704963
-22.8618479,-43.3236221
-22.8235797,-43.3582608
-22.893675000000002,-43.2475082
-22.9077837,-43.2668777
-22.8728064,-43.2747101
-22.8750113,-43.2455451
-22.8677852,-43.2773107
-22.8654866,-43.2619815
-22.8604006,-43.4884116
-22.8604006,-43.4884116
-22.8580462,-43.3572704
-22.9209931,-43.1951996
-22.8496343,-43.3786349
-22.8820321,-43.2496748
-22.9025345,-43.5035697
-22.8152644,-43.3712154
-22.8550195,-43.4971339
-22.8923941,-43.4177244
-22.9225,-43.1925
-22.8563684,-43.4898289
-22.9209831,-43.1950248
-22.8927517,-43.3451677
-22.8401095,-43.3780741
-22.8342161,-43.2712678
-22.9481688,-43.3626721
-22.8487256,-43.2818674
-22.9441667,-43.2408333
-22.8427263,-43.3730742
-22.9225,-43.1925
-22.980727,-43.194587
-22.9273536,-43.1956935
-22.8196976,-43.2943395
-22.9095665,-43.2553859
-22.9816912,-43.1962577
-22.9347222,-43.2047222
-22.8574971,-43.2430137
-22.9048084,-43.3550791
-22.9247213,-43.197499
-22.8662669,-43.3318801
-22.91329,-43.253481
-22.8609444,-43.4967083
-22.8614624,-43.2731533
-22.8628766,-43.279502
-22.8649861,-43.2618042
-22.8630074,-43.2778773
-22.877127,-43.3021914
-22.8472161,-43.2754407
-22.9132836,-43.1815457
-22.9265111,-43.1964401
-22.926216,-43.196518
-22.8585061,-43.3257025
-22.8421462,-43.3756683
-22.8759836,-43.3024082
-22.8131401,-43.382459
-22.8901332,-43.2706267
-22.8627778,-43.3152778
-22.8207342,-43.2918436
-22.870407,-43.479767
-22.9605062,-43.1706087
-22.8759836,-43.3024082
-22.856242,-43.496071
-22.8328861,-43.3631385
-22.8612593,-43.2758573
-22.834494,-43.376178
-22.8146299,-43.3808791
-22.8660157,-43.2689779
-22.8603985,-43.2821082
-22.9025225,-43.5488114
-22.8622222,-43.2405556
-22.9120556,-43.6146683
-22.8313558,-43.302223
-22.9211419,-43.1941205
-22.8612593,-43.2758573
-23.0179997,-43.5432374
-22.9130039,-43.248484500000004
-22.8830377,-43.2457507
-22.8937596,-43.5373003
-22.895211,-43.481719
-22.895211,-43.481719
-22.9191206,-43.1907328
-22.8184513,-43.3030143
-22.9048084,-43.3550791
-22.8797839,-43.2504594
-22.8461779,-43.2795599
-22.942503,-43.1812164
-22.8649861,-43.2618042
-22.9307681,-43.1890808
-22.9047379,-43.35523
-22.8759836,-43.3024082
-22.9395041,-43.2515359
-22.8654866,-43.2619815
-22.9441667,-43.2408333
-22.860824,-43.274208
-22.870407,-43.479767
-22.9805328,-43.193665
-22.862008,-43.490757
-22.9151082,-43.4210399
-22.901594,-43.208458
-22.8882898,-43.2492801
-22.9152533,-43.4208262
-22.856358,-43.490023
-22.8472161,-43.2754407
-22.8604006,-43.4884116
-22.9002778,-43.1952778
-22.9159187,-43.2666956
-22.8842759,-43.2487807
-22.8604006,-43.4884116
-22.8654866,-43.2619815
-22.8725957,-43.3136
-22.8969521,-43.3457912
-22.8725334,-43.3363639
-22.8257676,-43.3389194
-22.8622012,-43.2638393
-22.8830377,-43.2457507
-22.9292805,-43.2027587
-22.8397731,-43.4054321
-22.9077451,-43.4207116
-22.9394794,-43.2515432
-22.9150773,-43.4207282
-22.9369426,-43.175787
-22.847331,-43.2754
-22.847378,-43.275217
-22.8620054,-43.4901391
-22.8469239,-43.2969005
-22.8886379,-43.2564503
-22.9420012,-43.3624701
-22.9151971,-43.4210123
-22.8627778,-43.3152778
-22.9048084,-43.3550791
-22.8342172,-43.3949679
-22.8627778,-43.3152778
-22.8654866,-43.2619815
-22.980727,-43.194587
-22.8622187,-43.2743218
-22.9481688,-43.3626721
-22.8230742,-43.3861426
-22.9395041,-43.2515359
-22.8747578,-43.5016806
-22.9155343,-43.2443327
-22.8406078,-43.3439838
-22.8806699,-43.27071
-22.9394232,-43.2515561
-22.9394232,-43.2515561
-22.9195367,-43.2015238
-22.9481688,-43.3626721
-22.872736,-43.419491
-22.9394795,-43.2511884
-22.847331,-43.2754
-22.9441667,-43.2408333
-22.8646383,-43.2939439
-22.8852836,-43.4592367
-22.8220151,-43.2712566
-22.9736754,-43.3634809
-22.8112324,-43.362527299999996
-22.817442,-43.382747
-22.821605,-43.381917
-22.8226008,-43.3840812
-22.838009,-43.2880154
-22.8322403,-43.3904486
-22.860851,-43.429046
-22.8459238,-43.2772279
-22.804635,-43.347357
-22.8196976,-43.2943395
-22.8448389,-43.2768034
-22.8639446,-43.2874142
-22.8487441,-43.2828813
-22.8487441,-43.2828813
-22.8211267,-43.2851082
-22.8487441,-43.2828813
-22.8603985,-43.2821082
-22.8560858,-43.4835918
-22.8882898,-43.2492801
-22.8540043,-43.4963719
-22.8696902,-43.3167235
-22.9632188,-43.1904874
-22.8487441,-43.2828813
-22.8612593,-43.2758573
-22.8600881,-43.4863223
-22.9442116,-43.3678663
-22.8558216,-43.315785
-22.924215,-43.242437699999996
-22.9879841,-43.2479825
-22.8627778,-43.3152778
-22.9137671,-43.2639551
-22.9128702,-43.2845545
-22.8626186,-43.2959604
-22.9048084,-43.3550791
-22.9252336,-43.2053404
-22.882746,-43.251706
-22.8604006,-43.4884116
-22.8709633,-43.4426703
-22.8387571,-43.3241817
-22.8593331,-43.275475900000004
-22.8627778,-43.3152778
-22.8487441,-43.2828813
-22.8469239,-43.2969005
-22.8487441,-43.2828813
-22.8186686,-43.3094934
-22.8722222,-43.2913889
-22.8976187,-43.2612322
-22.8153223,-43.360173
-22.8646137,-43.3621545
-22.8892065,-43.2379478
-22.8654866,-43.2619815
-22.7907923,-43.180986
-22.8574907,-43.329357
-22.9645712,-43.1897517
-22.819728,-43.289132
-22.8648423,-43.4771013
-22.8593331,-43.275475900000004
-22.8968333,-43.4877927
-22.8509397,-43.3754629
-22.9336972,-43.2577943
-22.8593331,-43.275475900000004
-22.8648423,-43.4771013
-22.864988,-43.476957
-22.9336972,-43.2577943
-22.960443,-43.170702
-22.92143,-43.664796
-22.913199,-43.2808839
-22.9473031,-43.3594905
-22.9433449,-43.3707495
-22.9104508,-43.2536242
-22.8895523,-43.2296116
-22.948972,-43.362015
-22.9442116,-43.3678663
-22.9607135,-43.1695418
-22.9607135,-43.1695418
-22.9048084,-43.3550791
-22.9048084,-43.3550791
-22.9481688,-43.3626721
-22.9441667,-43.2408333
-22.8234438,-43.3584503
-22.960443,-43.170702
-22.8627778,-43.3152778
-22.8603985,-43.2821082
-22.892074,-43.2399571
-22.8641667,-43.3238889
-22.8234438,-43.3584503
-22.8641667,-43.3238889
-22.8255312,-43.34446
-22.8627778,-43.3152778
-22.9441667,-43.2408333
-22.947952,-43.359276
-22.9110577,-43.2564735
-22.9284499,-43.217775
-22.887381,-43.253136
-22.8656341,-43.2831551
-22.878794,-43.491709
-22.8654866,-43.2619815
-22.811487,-43.3207177
-22.9441667,-43.2408333
-22.984391,-43.2019098
-22.8875893,-43.2527367
-22.9394794,-43.2515432
-22.8387571,-43.3241817
-22.8644709,-43.5488999
-22.8853838,-43.2732063
-22.820816,-43.38332
-22.9110577,-43.2564735
-22.846525,-43.281796
-22.9048084,-43.3550791
-22.9178401,-43.2877569
-22.8210714,-43.3829286
-22.92707,-43.216883
-22.8715838,-43.3334225
-22.8255312,-43.34446
-22.875343,-43.3043756
-22.8814021,-43.2934758
-22.9139409,-43.3182742
-22.8533394,-43.2718169
-22.856292,-43.48988
-22.865682,-43.4778499
-22.8713763,-43.4881326
-22.9015371,-43.1931914
-22.8208745,-43.3831147
-22.8593331,-43.275475900000004
-22.9219194,-43.2352821
-22.9052507,-43.2340127
-22.9052507,-43.2340127
-22.879637,-43.3037629
-22.9613492,-43.3350909
-22.948089,-43.362571
-22.9008163,-43.248411
-22.8649973,-43.261258
-22.92707,-43.216883
-22.9302767,-43.2256519
-22.9433449,-43.3707495
-22.9481688,-43.3626721
-22.9293261,-43.2263527
-22.8269208,-43.4099832
-22.947996,-43.361945
-22.8745565,-43.4565175
-22.8627778,-43.3152778
-22.8487251,-43.282282
-22.9062445,-43.236919
-22.8732458,-43.3085682
-22.8622187,-43.2743218
-22.9012593,-43.2300778
-22.8627778,-43.3152778
-22.9260954,-43.2314798
-22.8759836,-43.3024082
-22.8045692,-43.1923038
-22.8604006,-43.4884116
-22.8752928,-43.4653599
-22.8662669,-43.3318801
-22.8593331,-43.275475900000004
-22.8648423,-43.4771013
-22.8662669,-43.3318801
-22.8648423,-43.4771013
-22.9174205,-43.2049783
-22.919538,-43.202005
-22.8596732,-43.3151039
-22.9259539,-43.2487131
-22.9385731,-43.2519803
-22.8878394,-43.2524004
-22.905076,-43.354814
-22.801551,-43.191169
-22.8627778,-43.3152778
-22.951838,-43.3546
-22.8797229,-43.3377757
-22.8624406,-43.2747796
-22.8469239,-43.2969005
-22.960656,-43.1694892
-22.8429787,-43.2938186
-22.8429787,-43.2938186
-22.9142752,-43.2867987
-22.9010027,-43.3142396
-22.8654866,-43.2619815
-22.8225117,-43.3954695
-22.831743,-43.3479052
-22.9663052,-43.1865305
-22.8658549,-43.2764278
-22.9249912,-43.1972821
-22.8612593,-43.2758573
-22.8830377,-43.2457507
-22.8469239,-43.2969005
-22.9347222,-43.2047222
-22.8667128,-43.3345624
-22.9428769,-43.5923639
-22.8436111,-43.2936111
-22.8932,-43.3172017
-22.9234424,-43.1952802
-22.8742263,-43.4685442
-22.8654866,-43.2619815
-22.8722222,-43.2913889
-22.8458942,-43.3789977
-22.879074,-43.3057159
-22.876715,-43.3056223
-22.8716509,-43.2562752
-22.9818862,-43.1975712
-22.9441667,-43.2408333
-22.9481688,-43.3626721
-22.8428941,-43.3355731
-22.8874746,-43.3419018
-22.8861231,-43.4734621
-22.8401095,-43.3780741
-22.8595673,-43.4917482
-22.8923796,-43.5673015
-22.8620054,-43.4901391
-22.8604259,-43.281853
-22.8624406,-43.2747796
-22.8604259,-43.281853
-22.9247536,-43.1973215
-22.8614507,-43.2734237
-22.8599462,-43.3698377
-22.9200243,-43.203475
-22.8613254,-43.3711823
-22.9481688,-43.3626721
-22.9939022,-43.2358343
-22.8428941,-43.3355731
-22.8456842,-43.338564
-22.8668265,-43.363268
-22.8494608,-43.3474795
-22.8521912,-43.3125619
-23.0307952,-43.4717028
-22.9174766,-43.2048028
-22.9783333,-43.1952778
-22.9632188,-43.1904874
-22.8676223,-43.4588279
-22.9086155,-43.1994568
-22.838514,-43.344154
-22.8906281,-43.4213801
-22.9033322,-43.1857913
-22.8658549,-43.2764278
-22.930819,-43.201313999999996
-22.8187998,-43.3932703
-22.903701,-43.3455356
-22.871458,-43.450423
-22.9054238,-43.206461
-22.9133505,-43.4156585
-22.9965886,-43.2460678
-22.8255312,-43.34446
-22.9151643,-43.2326214
-22.8654866,-43.2619815
-22.8820321,-43.2496748
-22.9245374,-43.248574
-22.980727,-43.194587
-22.9048084,-43.3550791
-22.882476,-43.483353
-22.8646137,-43.3621545
-22.991796,-43.250297
-22.8255312,-43.34446
-22.8593331,-43.275475900000004
-22.9148773,-43.2509408
-22.8265322,-43.4057735
-22.9879841,-43.2479825
-22.863617,-43.2791188
-22.9174766,-43.2048028
-22.8654866,-43.2619815
-22.863617,-43.2791188
-22.8603985,-43.2821082
-22.8504233,-43.2425756
-22.822018,-43.271591
-22.8356214,-43.3639961
-22.9533252,-43.1898064
-22.8654866,-43.2619815
-22.9939022,-43.2358343
-22.9481688,-43.3626721
-22.993011,-43.2379456
-22.9957534,-43.2442359
-22.914105,-43.419699
-22.9110577,-43.2564735
-22.9110577,-43.2564735
-22.9110577,-43.2564735
-22.9174766,-43.2048028
-22.834038,-43.37941
-22.8355741,-43.3638617
-22.8649973,-43.261258
-22.9449815,-43.3640647
-22.9020429,-43.2459364
-22.8654866,-43.2619815
-22.844261,-43.2876046
-22.8487441,-43.2828813
-22.8487441,-43.2828813
-22.8604006,-43.4884116
-22.8522579,-43.2810982
-22.846822799999998,-43.2973539
-22.847331,-43.2754
-22.847331,-43.2754
-22.9107698,-43.2540424
-22.8581095,-43.4875308
-22.9136108,-43.2584029
-22.946674,-43.353649
-22.902384,-43.316809
-22.94955,-43.357303
-22.9462857,-43.3533009
-22.8960142,-43.3213563
-22.913048,-43.356161
-22.902384,-43.316809
-22.9871601,-43.2469573
-22.8759836,-43.3024082
-22.8965033,-43.2368529
-22.8923484,-43.3435588
-22.8969521,-43.3457912
-22.867234,-43.423845
-22.8954241,-43.3494644
-22.852592,-43.282474
-22.8536463,-43.2619369
-22.889874,-43.4824518
-22.850648,-43.3777802
-22.9631913,-43.1903233
-22.9893864,-43.2457753
-22.858407,-43.489463
-22.9135675,-43.2556792
-22.8820321,-43.2496748
-22.9385622,-43.2521052
-22.8969198,-43.3516802
-22.8952631,-43.346762
-22.902384,-43.316809
-22.8709633,-43.4426703
-22.9053129,-43.1775533
-22.9038741,-43.3432592
-22.816863,-43.1799851
-22.896785,-43.3515919
-22.8456304,-43.2976538
-22.9128631,-43.2796399
-22.903701,-43.3455356
-22.8477095,-43.3621497
-22.826185,-43.285843
-22.8588459,-43.4892169
-22.9939022,-43.2358343
-22.8830377,-43.2457507
-22.8830377,-43.2457507
-22.821358,-43.284085
-22.8612667,-43.3183993
-22.8600128,-43.315981
-22.9046971,-43.206703
-22.8341614,-43.3911252
-22.8797553,-43.224601
-22.9159796,-43.2590492
-22.9607032,-43.1695509
-22.8797606,-43.5115631
-22.903701,-43.3455356
-22.848071,-43.360221
-22.8900672,-43.3327925
-22.903701,-43.3455356
-22.8415136,-43.4800758
-22.903701,-43.3455356
-22.9168747,-43.4143858
-22.8576167,-43.4940323
-22.8399934,-43.3284515
-22.8386111,-43.3447222
-22.895536,-43.3418319
-22.881645,-43.29326
-22.8604006,-43.4884116
-22.9395041,-43.2515359
-22.821182,-43.382802
-22.8645551,-43.2724984
-22.9039308,-43.1816902
-22.820324,-43.378905
-22.9395041,-43.2515359
-22.9939022,-43.2358343
-22.8865213,-43.3506083
-22.907542,-43.26489
-22.8720232,-43.4512702
-22.892587,-43.3450649
-22.9101394,-43.4189771
-22.8462932,-43.2794981
-22.895536,-43.3418319
-22.8954545,-43.3421314
-22.926831,-43.664539
-22.8624532,-43.4265336
-22.9196001,-43.2855347
-22.9441667,-43.2408333
-22.9441667,-43.2408333
-22.8669629,-43.317488
-22.8675722,-43.3252865
-22.8608162,-43.274195
-22.8760677,-43.4871617
-22.9441667,-43.2408333
-22.993011,-43.2379456
-22.9107698,-43.2540424
-22.8131401,-43.382459
-22.8863238,-43.2514552
-22.8163486,-43.3796678
-22.939393,-43.2518891
-22.8472161,-43.2754407
-22.8622012,-43.2638393
-22.9293261,-43.2263527
-22.8504633,-43.3110845
-22.8693411,-43.4509259
-22.8601955,-43.4909676
-22.8880184,-43.2360617
-22.8603985,-43.2821082
-22.9002778,-43.1952778
-22.9046925,-43.357058
-22.9151971,-43.4210123
-22.8621273,-43.4906937
-22.8613778,-43.495223
-22.9939022,-43.2358343
-22.9044214,-43.3442039
-22.8968333,-43.4877927
-22.9209831,-43.1950248
-22.903701,-43.3455356
-22.8945764,-43.2252139
-22.8620054,-43.4901391
-22.9607135,-43.1695418
-22.903701,-43.3455356
-22.9264256,-43.1982392
-22.8604006,-43.4884116
-22.8860986,-43.2795475
-22.903701,-43.3455356
-22.903701,-43.3455356
-22.9641669,-43.1898623
-22.8604006,-43.4884116
-22.9149256,-43.348209
-22.9769008,-43.2275387
-22.9078627,-43.265928099999996
-22.8820321,-43.2496748
-22.9196001,-43.2855347
-22.9313564,-43.3621042
-22.9048084,-43.3550791
-22.9151971,-43.4210123
-22.9098074,-43.2913064
-22.8436111,-43.2936111
-22.9196001,-43.2855347
-22.9174766,-43.2048028
-22.8753065,-43.3501312
-22.8830377,-43.2457507
-22.9048084,-43.3550791
-22.9048084,-43.3550791
-22.9781136,-43.679049
-22.8923796,-43.5673015
-22.8363922,-43.259489
-22.9130396,-43.6837951
-22.916975,-43.342545
-22.9228688,-43.3463804
-22.951838,-43.3546
-22.8820321,-43.2496748
-22.8681944,-43.326587
-22.951838,-43.3546
-22.8820321,-43.2496748
-22.9432909,-43.3612752
-22.8763889,-43.3033333
-22.9481688,-43.3626721
-22.903701,-43.3455356
-22.8820321,-43.2496748
-22.8316564,-43.3793766
-22.8234722,-43.3586001
-22.912631,-43.294351
-22.903701,-43.3455356
-22.8137192,-43.3767452
-22.819917,-43.3654129
-22.8954241,-43.3494644
-22.8461779,-43.2795599
-22.980727,-43.194587
-22.9125538,-43.3564101
-22.9389867,-43.1808165
-22.816245,-43.3007705
-22.9002778,-43.1952778
-22.8163486,-43.3796678
-22.8371687,-43.3548751
-22.8988889,-43.3219444
-22.939393,-43.2518891
-22.9011309,-43.3600279
-22.9389097,-43.2526614
-22.8654866,-43.2619815
-22.8217987,-43.3986245
-22.8508302,-43.3856228
-22.9032238,-43.3561907
